state	county	name	farms	totpop	farm09	farm1019	farm2049	farm5099	farm100	farm500	farm1000	farmsize	farmown	fa09ow	fa1019ow	fa2049ow	fa5099ow	fa100ow	fa500ow	fa1000ow	farmten	fa09te	fa1019te	fa2049te	fa5099te	fa100te	fa500te	fa1000te	farmsc	fa09sc	fa1019sc	fa2049sc	fa5099sc	fa100sc	fa500sc	fa1000sc	farms2	acimp	acunimp	farmval	equipval	livstock	farmout	farmfert	sheep	sheepmer	sheepeng	sheepoth	lambs89	lambscon	lambssla	lambskil	lambsdie	fleeces	fleeclbs	cattle	oxen	cows	otcattle	cattpure	catthalf	cattcom	calves89	calvesol	calvesla	calvedie	milk	butter	cheese	horses	mules	asses	foals89	mulefo89	assfo89	swine	swinecon	swinedie	chickens	turkeys	geese	ducks	eggs	honey	wax	barleyac	barley	buckwhac	buckwhea	cornac	corn	oatsac	oats	ryeac	rye	wheatac	wheat	cottonac	cotton	cottseed	coseedva	flaxac	flaxseed	flaxstrw	flaxfibr	flaxval	hempac	hemp	csugarac	csugar	cmolas	ssugarac	ssugar	smolas	msugar	mmolas	hayac	hay	clovseed	grasseed	riceac	rice	tobacac	tobacco	hopsac	hops	canapeas	cowpeas	beansdry	brcornac	bromcorn	peanutac	peanuts	ipotatac	ipotato	spotatac	spotato	apples	appltree	apricots	apritree	cherries	chertree	peaches	peactree	pears	peartree	plumprun	plumtree	mgardval	horttrac	almondac	bananaac	citronac	cocnutac	figac	guavaac	kakiac	lemonac	limaac	madnutac	oliveac	orangeac	pecanac	pineapac	pomeloac	htreesb	almondtb	bananatb	citrontb	cocnuttb	figtb	guavatb	kakitb	lemontb	limetb	madnuttb	olivetb	orangetb	pecantb	pineaptb	pomelotb	htreesnb	almondtn	citrontn	cocnuttn	figtn	guavatn	kakitn	lemontn	limetn	madnutnb	olivetn	orangetn	pecantn	pomelotn	orangac2	oranges	orangepr	orangval	vinebac	vinenbac	grapeyld	grapeval	grapetab	grapewin	wine	wineval	raisin	raisinpr	vineyval	vineyemp	irrigats	irrac	farmown1	area	farmarea	cerealac	alfalfac	pctownir	irrvalac	farmfams	farmown2	farmfree	farmencu	farmrent	faown80	farent80	valfaenc	valfamtg	intfarm	region1	region2	fips	level
54	1490	RUTHERFORD	3266	35097	128	217	701	844	1331	41	4	112	2268	88	114	400	604	1020	38	4	476	19	39	122	137	156	3	0	522	21	64	179	103	155	0	0	3266	226089	140862	6970060	245770	1680420	1175420	1758	12521	1120	5274	6127	6439	3667	460	476	543	9499	34218	19924	79	7279	12566	167	5343	14414	5395	7569	528	707	2368307	709792	0	10516	5136	485	1148	818	108	47800	21037	9071	277127	18799	15404	5823	669744	35837	579	86	1177	0	0	71427	1925083	10668	171333	366	2466	24952	270937	25025	4770	1348	13343	0	0	0	0	0	0	0	0	0	0	1376	0	87518	15	0	15449	17202	4994	8291	0	0	23	13977	0	0	31	238	45	15	4063	1	12	382	33079	559	58398	22230	67384	0	4	800	3546	18656	47352	1676	3610	2662	12875	5636																																																																			366951	107499				3805	2038	1996	42	1767	2210	1757	49450	24625	1785	6	4	47149	1
54	1510	SCOTT	1056	9794	62	46	106	246	509	57	30	204	879	29	23	80	220	458	47	22	33	5	8	3	4	11	1	1	144	28	15	23	22	40	9	7	1056	38163	177301	908190	27270	240330	186120	50	6313	2094	1793	2426	2465	136	158	454	367	7110	12793	6991	687	2181	4123	16	376	6599	1329	1066	155	188	664590	113347	0	1085	344	14	129	26	1	8343	3978	6537	39815	1005	2075	2543	113929	30080	468	0	0	1	6	11839	176968	3977	29668	234	1456	55	414	0	0	0	0	1	1	1	50	4	0	0	0	0	0	225	0	12313	245	45	2624	2670	3	0	0	0	31	9345	0	0	51	2	1317	0	0	0	0	494	35406	241	16654	109704	47984	50	20	17	45	6568	4817	15	22	750	327	215																																																																			215464	16106				1133	817	814	3	316	689	236	2000	775	47	6	4	47151	1
54	1530	SEQUATCHIE	328	3027	9	17	44	72	166	12	8	178	271	8	11	32	57	144	11	8	4	0	0	0	2	2	0	0	53	1	6	12	13	20	1	0	328	18053	40289	614760	22770	131840	115510	138	1685	127	1003	555	732	146	47	94	154	2040	5257	3427	180	865	2382	24	707	2696	677	560	68	137	249471	77712	0	597	217	2	71	28	0	4963	1954	1850	26629	637	1697	1037	82731	8081	207	8	170	0	0	7155	142904	548	6780	46	198	728	6467	1	1	0	0	0	0	0	0	0	0	0	0	0	0	76	0	4351	0	0	1648	1637	4	0	0	0	8	2153	0	0	37	452	130	1	140		5	156	11423	92	7978	21641	34524	0	0	221	221	5358	7520	199	169	216	2255	2332																																																																			58342	8485				394	263	258	5	131	282	122	8800	4550	273	6	4	47153	1
54	1550	SEVIER	2191	18761	117	175	431	565	848	41	14	120	1696	60	92	295	473	729	39	8	57	4	9	5	12	23	0	4	438	53	74	131	80	96	2	2	2191	95299	166923	2355030	103910	489200	502050	2878	6547	202	991	5354	2497	505	279	401	463	6977	15483	11473	968	3641	6864	18	293	11162	2463	5024	366	416	1351720	317018	1275	3143	896	22	340	158	5	17098	9689	13326	153910	2012	8632	8711	286272	39041	1407	4	15	0	0	31094	594352	8854	92799	175	689	16076	108286	0	0	0	0	0	0	0	0	0	0	0	0	0	0	791	0	49547	9	0	7051	7824	1052	238	0	0	94	32360	0	0	0	445	1056	3	1778	3	70	433	25816	295	21846	130041	61592	0	18	586	484	68909	40521	592	488	409	1199	35																																																																			262222	56203				2436	1601	1541	60	835	1530	484	97150	36120	2207	6	4	47155	1
54	1570	SHELBY	4252	112740	181	545	1802	820	835	53	16	77	1586	92	112	364	414	552	42	10	1907	79	288	942	329	254	10	5	759	10	145	496	77	29	1	1	4252	209453	119908	7515400	206310	1362220	2644701	8527	4569	341	699	3529	2831	1407	314	348	579	2962	11227	21339	204	9940	11195	319	1467	19553	5974	2707	887	1542	2559472	574356	465	5084	6444	30	472	171	14	30282	15295	10166	186247	5627	8448	3814	407555	38035	998	13	75	6	30	45726	876040	1639	26733	51	635	278	2185	101047	35666	14237	148393	0	0	0	0	0	0	0	0	0	0	111	0	5741	0	0	5486	7479	0	220	0	0	1	120	0	0	653	4855	52	0	0		3	1234	119557	902	87525	22660	30280	0	45	132	361	13606	26590	1154	3428	1391	4345	61830																																																																			329361	47713				5525	1149	1014	135	4376	1636	2040	288700	135272	8175	6	4	47157	1
54	1590	SMITH	2083	18404	58	131	422	626	833	13	0	98	1505	33	48	237	482	693	12	0	157	3	13	35	43	63	0	0	421	22	70	150	101	77	1	0	2083	121135	83034	3376470	105990	932690	548160	580	8264	453	3902	3909	3716	1907	308	233	335	5476	28752	10099	571	3612	5916	177	1889	8033	2390	3309	434	265	1278844	362945	0	5817	3105	123	588	575	0	29158	13530	15190	193270	9414	18956	3309	359482	23011	1197	22	380	0	0	42261	1271853	8158	132127	740	4500	14786	122857	0	0	0	0	0	0	0	0	0	0	0	0	0	0	705	0	48155	5	0	5941	8245	579	536	0	0	1202	991758	0	0	8	87	51	19	4495	0	0	274	22142	208	16795	44495	56987	0	0	361	1406	6918	8842	789	940	6298	26272	3352																																																																			204169	65967				2226	1402	1329	73	824	1293	663	95623	47273	2836	6	4	47159	1
54	1610	STEWART	1375	12193	24	92	193	376	647	30	13	186	1000	11	27	87	307	537	22	9	108	6	16	17	26	40	2	1	267	7	49	89	43	70	6	3	1375	70424	185104	1549930	65630	466080	426130	597	4305	196	543	3566	1742	280	202	371	178	3004	9630	8873	616	2920	5337	12	514	8347	2154	1825	424	219	785881	208646	250	1810	2251	21	136	114	10	20244	9503	4807	109564	3152	7525	4033	203789	12263	439	4	100	0	0	27584	731906	3147	48142	32	150	3240	35219	12	1	0	0	0	0	0	0	0	0	0	0	0	0	439	0	29066	47	10	2454	3214	0	35	0	0	2730	1803533	0	0	5	60	27	3	1773	22	560	227	17368	154	13432	30362	21093	11	7	188	300	9335	10300	303	323	973	28720	112																																																																			255528	34007				1472	932	910	22	540	856	475	25675	16862	1012	6	4	47161	1
54	1630	SULLIVAN	1963	20879	105	129	438	509	744	32	6	112	1687	92	116	383	433	631	26	6	22	5	1	3	6	6	1	0	254	8	12	52	70	107	5	0	1963	134264	85095	3415480	133770	592850	619460	16764	6219	1255	1728	3236	2249	1534	147	245	321	4442	20362	11028	256	4081	6691	47	1136	9845	2769	7766	467	293	1310644	319750	7541	4197	874	18	543	112	1	13959	9229	4361	145985	10325	6884	6320	271532	33610	812	8	99	127	708	23050	503112	10619	122925	141	1138	21432	148933	0	0	0	0	2	11	3	395	48	0	0	0	0	0	410	0	28948	51	13	13358	12058	891	611	0	0	61	26747	0	0	5	2	1588	9	4295	1	7	446	34459	175	16159	336969	90353	0	2	612	841	124512	63055	2555	821	175	331	726																																																																			219359	55377				2013	1512	1500	12	501	1518	511	20300	7540	452	6	4	47163	1
54	1650	SUMNER	2882	23668	171	200	484	822	1175	26	4	105	2374	104	124	368	736	1014	24	4	208	19	17	48	46	77	1	0	300	48	59	68	40	84	1	0	2882	183574	120434	4688560	203290	1327410	862160	4369	15620	4917	5175	5528	8228	4160	216	436	554	12081	48837	17871	212	6136	11523	343	6332	11196	3556	4337	639	544	1937561	558747	845	7821	3514	156	919	367	29	31728	13773	13134	182036	10017	12181	5050	504225	31226	884	213	4677	6	25	46500	1206094	12477	192386	915	5577	16904	175321	100	11	0	0	0	0	0	0	0	0	0	0	0	0	846	0	45626	5	0	11624	14182	307	812	0	0	1759	1155808	0	0	0	345	137	467	74427	0	0	2185	150889	203	16074	210373	128151	9	59	252	827	12876	19669	1722	1806	631	7530	2276																																																																			304008	77015				2900	2187	2130	57	713	2047	534	178800	49540	2972	6	4	47165	1
54	1670	TIPTON	2483	24271	31	210	786	670	737	34	15	96	1310	16	36	226	446	546	28	12	909	9	131	410	189	162	5	3	264	6	43	150	35	29	1	0	2483	135451	104105	3215530	170460	869330	1290830	1061	3949	608	1023	2318	1562	434	211	143	177	2408	10214	14759	422	5411	8926	34	384	14341	3928	2094	976	701	1424235	377997	0	3959	3291	37	379	132	2	23283	12802	7118	153804	4194	9847	2810	287439	43776	957	14	156	0	0	29396	671308	2047	30873	12	35	4156	52070	56210	17635	5161	45422	0	0	0	0	0	0	0	0	0	0	87	0	6283	0	0	3866	6020	12	65	0	0	2	1557	0	0	17	540	145	0	0	1	17	219	14784	181	12997	31773	23342	7	33	34	393	11682	16308	623	838	72	1775	109880																																																																			239556	35625				2671	1060	928	132	1611	1206	1312	146755	65403	4305	6	4	47167	1
54	1690	TROUSDALE	694	5850	28	57	133	197	273	6	0	98	542	19	24	78	168	248	5	0	60	5	11	11	18	14	1	0	92	4	22	44	11	11	0	0	694	47331	20671	1100470	43690	360310	212430	224	2264	558	1556	150	1092	714	37	55	63	1589	6762	3684	35	1254	2395	142	705	2837	804	1199	156	93	425475	102115	650	2027	1197	19	244	231	2	10005	3768	3980	65840	1874	6040	495	122462	6693	335	45	1200	0	0	15095	423640	3893	69594	131	987	5316	42060	0	0	0	0	0	0	0	0	0	0	0	0	0	0	251	0	15054	0	0	2264	3356	35	30	0	0	633	504572	0	0	0	89	19	55	15570		2	76	5137	62	4743	8974	15339	0	0	28	44	3309	6468	413	511	47	76	957																																																																			68002	24480				698	476	423	53	222	495	215	72550	37685	2261	6	4	47169	1
54	1710	UNICOI	539	4619	35	47	136	154	148	7	12	123	391	12	20	99	114	128	7	11	12	1	4	3	4	0	0	0	136	22	23	34	36	20	0	1	539	16445	49650	456000	15110	90780	88480	823	1385	120	39	1226	504	16	65	166	108	1348	3426	2633	134	969	1530	10	36	2587	573	706	171	87	266571	57980	0	514	238	5	47	27	1	2749	1497	1540	18746	509	1490	942	27393	8062	203	14	140	10	59	4615	64568	2651	28673	255	1382	2121	13494	0	0	0	0	0	0	0	0	0	0	0	0	0	0	111	0	5613	153	110	1724	1219	3	46	0	0	209	84376	0	0	0	8	274	0	0	0	0	147	8668	41	2922	86340	22832	0	0	14	65	31921	9492	54	85	0	16	50																																																																			66095	9666				521	345	341	4	176	385	119	11350	2718	163	6	4	47171	1
54	1730	UNION	1581	11459	50	103	309	478	636	5	0	91	1250	21	47	200	412	566	4	0	30	3	1	10	9	7	0	0	301	26	55	99	57	63	1	0	1581	73255	71263	1237380	61950	363450	315270	282	3254	1159	565	1530	1159	152	34	29	230	2545	8061	6527	453	2362	3712	32	764	5731	1522	1745	161	200	845820	185544	730	2466	626	20	309	74	1	11528	7470	5098	118386	3604	7090	5663	220197	16992	308	0	0	2	9	23546	405819	9913	102837	12	40	5772	31543	3	1	0	0	0	0	0	0	0	0	0	0	0	0	427	0	22036	285	37	5086	4063	40	49	0	0	45	24387	0	0	86	19	1426	2	1634		4	343	22654	275	21296	154849	55386	0	157	216	823	5596	7900	678	756	21	96	28333																																																																			144518	39245				1626	1148	1131	17	478	1020	249	14050	5790	347	6	4	47173	1
54	1750	VAN BUREN	336	2863	1	5	25	77	198	19	11	224	284	1	5	20	64	170	16	8	3	0	0	0	1	2	0	0	49	0	0	5	12	26	3	3	336	21578	53643	363540	16900	123080	96070	172	2049	10	871	1168	750	105	15	51	156	2109	5067	3042	168	768	2106	2	15	3025	498	654	37	70	212669	37163	0	453	307	13	53	21	0	4994	2117	3102	27929	384	2175	632	57469	14883	276	0	0	0	0	7388	134515	1245	11853	91	363	1830	10813	0	0	0	0	0	0	0	0	0	0	0	0	0	0	109	0	8164	0	172	412	493	0	0	0	0	1	400	0	0	0	0	16	0	0	0	0	103	7727	68	5414	27230	30232	0	0	15	33	6015	2830	0	5	0	0	0																																																																			75221	10554				371	269	265	4	102	286	72	13200	5100	306	6	4	47175	1
54	1770	WARREN	1719	14413	30	82	272	474	823	29	9	127	1396	18	54	180	402	714	22	6	42	2	5	6	10	15	4	0	281	10	23	86	62	94	3	3	1719	108004	110550	1937430	113720	583300	503180	3627	7561	946	2853	3762	2959	666	140	236	435	6047	18451	9681	272	3406	6003	40	513	9128	2291	3324	259	221	1155450	362410	0	3529	1618	30	396	409	8	16823	8597	5281	129637	2261	9714	4672	365652	26665	980	0	0	0	0	33195	662038	7784	97681	497	2578	8898	62111	38	20	0	0	0	0	0	0	0	0	0	0	0	0	439	0	28822	290	0	4974	5732	53	41	0	0	18	9890	0	0	32	915	712	4	1980	1	25	341	26598	340	30007	385167	301823	0	1	222	1007	7902	17075	1455	1278	1891	2544	275																																																																			218554	50374				1814	1337	1315	22	477	1430	376	55750	27045	1633	6	4	47177	1
54	1790	WASHINGTON	1970	20354	202	160	401	506	692	8	1	88	1705	174	145	354	442	583	6	1	56	17	7	13	6	12	1	0	209	11	8	34	58	97	1	0	1970	119662	54344	3555190	153570	534585	586350	23576	4601	754	1460	2387	1637	196	122	123	287	3744	16838	10409	219	4032	6158	92	1384	8933	2449	3451	664	292	1363774	343712	1170	3967	991	21	408	222	7	13923	8714	3365	132854	8040	4109	4695	221216	26377	584	78	1044	127	642	21155	426210	9161	111722	97	657	21634	167797	0	0	0	0	2	9	1	90	14	0	0	0	0	0	475	0	28877	142	97	13206	11757	624	718	0	0	176	100151	0	0	2	10	1028	15	5523		7	370	28643	203	15255	388254	97925	0	0	1715	1702	172828	77199	376	446	373	772	6680																																																																			174006	52252				1908	1463	1416	47	445	1535	274	72475	31905	1914	6	4	47179	1
54	1810	WAYNE	1416	11471	37	154	143	196	812	60	14	164	909	1	14	34	146	653	47	14	89	2	18	16	11	40	2	0	418	34	122	93	39	119	11	0	1416	61401	170976	1262720	49820	463750	332320	63	10440	924	736	8780	4178	575	416	756	774	12992	23284	9087	663	3085	5339	16	270	8801	2234	2328	384	661	895454	234546	230	2179	1877	62	239	169	12	19028	8424	5235	78579	1509	9671	3799	120462	40458	937	0	0	0	0	25365	531605	4033	53534	237	1289	2482	16526	2356	474	177	1168	0	0	0	0	0	0	0	0	0	0	382	0	22497	26	0	1780	2224	0	21	0	0	16	6133	0	0	58	730	313	8	2440	449	15329	198	14760	202	17665	75536	30357	0	1	34	241	33771	16697	131	240	1527	5067	2376																																																																			232377	32117				1586	875	850	25	711	945	485	37900	11513	691	6	4	47181	1
54	1830	WEAKLEY	3888	28955	70	370	944	1332	1146	23	3	84	2652	35	73	535	1033	953	20	3	797	20	145	246	234	150	2	0	439	15	152	163	65	43	1	0	3888	172873	154256	4185330	230620	1219630	1108320	1019	4412	1393	1469	1550	1308	202	265	156	212	3086	13232	14767	485	6556	7726	67	969	13731	4038	2354	1474	514	2133651	487160	569	6127	4865	31	668	221	5	44025	23647	12030	293590	3901	17328	4051	546077	37071	469	10	178	0	0	51159	1157618	4383	61519	23	74	14291	146981	11589	2212	968	10222	0	0	0	0	0	0	0	0	0	0	676	0	40185	0	0	11310	10506	429	39	0	0	6483	4444230	0	0	258	1071	47	0	0	16	512	167	10496	196	15205	56170	47620	25	124	39	1137	28575	29464	528	1161	89	2382	6522																																																																			327129	69866				4008	2402	2172	230	1606	2205	1373	203463	88733	5413	6	4	47183	1
54	1850	WHITE	1448	12348	48	117	250	380	619	28	6	122	1066	20	44	157	305	515	22	3	19	2	2	4	4	7	0	0	363	26	71	89	71	97	6	3	1448	90016	86565	1577960	73860	479660	350120	827	5324	233	187	4904	1932	98	171	336	370	5780	12263	9644	300	2768	6576	16	337	9291	1838	2667	216	237	704898	204868	525	3134	1179	23	317	218	0	16965	7933	4827	129290	1594	7155	2718	240479	24349	613	0	0	1	5	29516	586178	8090	83506	514	2512	6367	39636	0	0	0	0	0	0	0	0	0	0	0	0	0	0	290	0	20843	5	0	3884	4347	1	425	0	0	25	11687	0	0	3	484	194	1	560	2	55	247	20097	216	19123	54419	84805	0	0	62	1034	8324	13154	56	314	363	1328	1199																																																																			176581	44488				1519	1046	1006	40	473	1047	443	100100	38431	2306	6	4	47185	1
54	1870	WILLIAMSON	2761	26321	139	223	554	716	1057	62	10	115	1896	83	81	280	517	876	52	7	381	24	39	108	109	96	4	1	484	32	103	166	90	85	6	2	2761	188258	129785	6322850	247610	1412310	1306150	1455	11871	2295	4731	4845	5835	3372	542	477	443	7572	31942	14835	126	5921	8788	372	5160	9303	3902	4900	602	601	2044538	549030	130	7824	4987	237	790	640	40	37437	17888	11258	204609	14893	11040	6114	412225	33284	1092	200	3377	10	90	52179	1291878	5125	84330	631	4204	38460	527615	5234	861	361	2741	0	0	0	0	0	0	0	0	0	0	1071	0	75003	167	6	13944	17337	4568	52608	0	0	265	190393	0	0	31	1784	186	427	137850	2	40	913	82935	231	17831	29128	102900	5	49	414	2645	5991	27571	1720	17582	808	3019	7602																																																																			318043	96605				2889	1720	1667	53	1169	1709	1355	106607	43541	2742	6	4	47187	1
54	1890	WILSON	3234	27148	142	224	532	936	1368	30	2	106	2499	108	132	379	725	1130	23	2	303	17	26	46	92	118	4	0	432	17	66	107	119	120	3	0	3234	199045	145267	5500190	239900	1769150	1058080	1784	17239	1586	7895	7758	8865	5280	371	490	622	12407	55793	19666	66	7274	12326	341	5982	13343	4814	6245	597	548	2422244	704169	0	10472	6162	639	1207	1196	131	49420	18371	10889	279188	12588	17249	3546	839922	37861	1253	278	4402	1	8	62659	1780547	14690	249906	1062	6764	33250	313290	459	82	19	196	0	0	0	0	0	0	0	0	0	0	1308	0	81017	150	0	17196	21588	3473	1114	0	0	118	74011	0	0	18	717	9	68	10510		5	478	39396	361	34366	48047	109854	0	109	330	1738	10403	26972	833	1396	2348	4294	6739																																																																			344312	111940				3312	2284	2202	82	1028	2487	1066	110305	44617	2677	6	4	47189	1
54	0	TENNESSEE	174412	1767518	6844	15237	37074	43328	68076	3046	807	116	120622	3971	5204	18583	33478	56135	2592	659	19762	880	2885	6765	4267	4753	147	65	34028	1993	7148	11726	5583	7188	307	83	174412	9362555	10799028	242700540	9936880	60254230	55194181	361097	540996	87780	133429	319787	213086	68893	18529	23449	29143	455653	1397666	965339	40630	345311	579398	9844	112443	843052	226839	256658	41284	39009	107657116	28314387	69919	311842	198172	5467	32561	19513	1016	1922912	921690	622317	12062139	430333	778128	361984	23172313	2284155	63290	3585	63866	1231	7143	2791324	63635350	588138	7355100	26443	165621	877361	8300789	747471	190579	55423	511092	17	51	9	2664	200	0	0	0	0	0	40330	34	2542533	9167	1186	571553	630417	49277	98577	0	0	51471	36368395	0	0	6442	90530	29780	1439	409436	16244	523088	36992	2733459	23746	1973625	7283945	5020400	423	2977	19636	68715	2555099	2347699	49923	96729	105359	454421	787782																																																			1500	600	2.5	89	2500	1250	208333	1	0	0	630000	1050					20161583	4288082				183726	106777	103346	3431	76949	108454	57196	5705348	2289436	142234	6	4	47000	2
56	10	BARBOUR	1694	12702	65	93	314	504	687	20	11	112	1558	43	76	289	473	648	19	10	46	6	5	6	11	17	1	0	90	16	12	19	20	22	0	1	1694	132516	58043	3412480	57650	688770	365570	6302	23233	207	5773	17253	11105	7612	97	148	714	14728	60363	15903	303	4872	10728	47	309	15547	2582	2603	174	261	1202760	299478	706	4797	86	7	599	14	0	6969	5557	258	67472	7662	2620	2387	179986	13437	202	1	10	319	2703	9873	220284	3411	52055	18	124	5089	51179	0	0	0	0	0	0	0	0	0	0	0	0	0	0	87	0	5717	5569	535	17490	15478	20	549	0	0	15	10865	0	0	0	14	436	1	565	0	0	445	29125	32	2652	83878	64260	0	12	6350	7023	3395	3423	163	387	75	496	660																																																																			190559	18711				1794	1494	1338	156	300	1473	213	353138	136659	8396	5	3	54001	1
56	30	BERKELEY	1100	18702	27	55	95	177	733	12	1	149	769	24	48	81	134	473	8	1	52	2	1	5	6	37	1	0	279	1	6	9	37	223	3	0	1100	124583	39865	4603960	127480	580330	693760	29085	10388	3356	4880	2152	6409	3409	177	236	396	9323	55566	9873	3	4249	5621	106	708	9059	3084	1639	231	218	1285057	295275	0	5199	99	9	589	1	1	12046	6414	3642	72365	5779	986	3470	286192	33850	465	102	1728	108	847	19222	560919	1607	31668	843	7285	24925	335914	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	80	0	0	13097	15093	669	174	0	0	0	0	0	0	0	0	9		100	0	0	511	31787	2	289	78013	58271	0	8	693	3335	4754	17557	456	754	5	300	4734																																																																			164448	46807				1100	697	567	130	403	718	312	534979	151909	9109	5	3	54003	1
56	50	BOONE	1012	6885	56	85	142	190	435	57	47	229	584	7	18	65	129	315	29	21	152	14	28	44	16	39	6	5	276	35	39	33	45	81	22	21	1012	29988	201434	1076870	24560	189240	253080	20	3179	51	50	3078	1127	48	55	171	277	3751	11006	6361	945	1856	3560	4	18	6339	978	1698	113	321	570049	131428	0	821	190	1	62	14	0	6154	4648	3348	26431	341	5420	953	86397	43485	2724	0	0	6	44	10481	190252	1971	18548	24	130	1309	7355	0	0	0	0	2	0	0	200	10	0	0	0	0	0	269	0	12113	110	30	981	946	0	0	0	0	14	5327	0	0	0	0	481	0	0		2	298	20645	106	7865	66906	23496	0	2	2	187	6256	4304	193	250	41	162	2079																																																																			231422	13791				1012	584	558	26	428	522	341	40045	11159	613	5	3	54005	1
56	70	BRAXTON	1776	13928	36	59	282	575	781	30	13	129	1574	16	26	242	535	718	27	10	24	0	1	7	7	8	1	0	178	20	32	33	33	55	2	3	1776	82393	146467	2079090	32530	402220	322670	80	12500	347	3657	8496	4503	1823	79	164	251	8871	34661	10662	755	3806	6101	8	246	10408	1822	2037	208	285	1156501	241407	833	2982	127	4	301	6	0	7449	5675	1783	43383	2080	5906	2354	127279	12876	196	0	0	26	146	12623	291425	1520	15385	21	227	7456	59735	0	0	0	0	3	3	1	219	17	0	0	0	0	0	209	0	12697	189	74	11391	9418	0	18	0	0	21	12062	0	0	13	8	1056	2	910		1	335	18889	23	1053	77791	34225	0	75	243	1192	9124	8615	303	290	20	395	528																																																																			228860	21646				1772	1494	1326	168	278	1059	160	143618	44589	2696	5	3	54007	1
56	90	BROOKE	373	6660	14	13	39	72	230	5	0	146	266	12	10	28	50	164	2	0	60	2	3	6	13	34	2	0	47	0	0	5	9	32	1	0	373	44582	9998	2575840	60170	270840	356220	1291	25679	18056	472	7151	5776	372	121	234	1080	23952	134755	3954	40	1637	2277	141	753	3060	1377	1111	120	85	784938	163005	65	1616	22	0	163	0	0	5044	1958	116	32678	2437	820	872	89220	13086	397	16	432	2	12	4160	137354	2576	86750	53	777	2904	49057	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	106	60	378	7752	8606	59	143	0	0	0	0	0	0	0	0	0	0	0	0	0	487	47438		4	34557	29713	0	41	170	799	488	3358	395	735	31	1480	5665																																																																			54580	9711				400	268	197	71	132	307	67	490123	226207	13599	5	3	54009	1
56	110	CABELL	1285	23595	41	112	273	358	479	21	1	102	971	16	46	193	310	390	15	1	91	14	18	23	14	21	1	0	223	11	48	57	34	68	5	0	1285	62090	69036	1832420	48800	273720	412360	511	2844	536	492	1816	1248	150	81	64	105	2048	9126	7313	847	2432	4034	24	547	6742	1505	1605	138	185	906439	245167	0	1802	236	3	209	27	1	7319	4004	1762	69411	2046	4672	2876	268799	14197	188	1	10	6	29	15137	363221	3265	50188	32	235	6217	67194	0	0	0	0	0	0	0	0	0	0	0	0	0	0	380	0	31162	370	0	3420	4450	0	6	0	0	413	267512	0	0	0	10	672		130	0	0	852	66047	74	5856	62126	45992	2	5	216	1565	8835	11233	635	754	204	503	4346																																																																			131126	24658				1457	922	745	177	535	755	386	194819	61300	4103	5	3	54011	1
56	130	CALHOUN	1221	8155	14	25	239	423	503	13	4	109	990	8	9	191	349	421	9	3	90	2	7	23	32	25	0	1	141	4	9	25	42	57	4	0	1221	47994	85614	1272030	21190	249320	239690	51	5489	1564	937	2988	1824	184	94	60	161	3654	15921	6457	741	2340	3376	24	792	5641	1143	1299	146	222	926512	182589	40	1528	53	2	192	3	0	4326	3229	265	39576	1135	2855	1646	141590	15709	236	0	0	11	79	8225	210180	1599	20341	57	449	3851	33088	0	0	0	0	2	11	0	125	17	0	0	0	0	0	182	0	14038	0	54	7199	5348	15	13	0	0	16	14181	0	0	0	3	1694	1	240	0	0	280	20935	31	2689	70240	28207	0	41	1	720	5623	5701	25	159	2	578	5060																																																																			133608	13743				1299	904	788	116	395	722	76	94851	34093	2122	5	3	54013	1
56	150	CLAY	615	4659	25	30	114	200	233	11	2	108	511	6	7	90	185	215	7	1	63	10	16	16	6	12	2	1	41	9	7	8	9	6	2	0	615	19541	46607	357030	7120	115290	96050	0	3033	75	424	2534	816	26	33	194	192	2276	6805	3833	369	1314	2150	1	46	3786	664	652	46	112	313911	89336	35	700	52	3	65	1	1	3483	2406	1055	12467	260	1455	496	44563	10744	61	0	0	7	36	5315	98624	1453	13851	13	121	1367	9890	0	0	0	0	2	4	1	146	10	0	0	0	0	0	85	0	5135	25	57	2536	2033	7	54	0	0	9	6116	0	0	10	0	1203	0	0	0	0	145	10076	18	1677	42233	18769	0	0	52	406	7040	5779	9	32	10	196	405																																																																			66148	8155				662	473	452	21	189	359	140	18808	8638	391	5	3	54015	1
56	170	DODDRIDGE	1528	12183	27	37	306	503	630	15	10	119	1338	21	28	261	447	561	11	9	89	2	5	23	26	29	3	1	101	4	4	22	30	40	1	0	1528	92800	88601	2460130	38350	455440	364210	452	21340	300	4241	16799	10737	7739	127	110	982	14285	62022	11264	657	3820	6787	14	230	11020	2441	1946	118	209	982496	270322	722	3324	85	1	497	3	0	5425	4346	208	61260	4097	2756	6558	272917	15978	171	1	10	23	121	9755	223095	815	12138	36	291	6530	57677	0	0	0	0	0	0	0	0	0	0	0	0	0	0	188	0	13460	91	22	14102	11162	5	46	0	0	18	9796	0	0	1	0	807	1	696		2	458	38602	7	692	80410	64627	0	0	28	1011	11272	10693	48	231	9	330	974																																																																			181401	17160				1645	1226	1005	221	419	1114	207	292061	94898	5827	5	3	54017	1
